flags,instruction,category,intent
BLMQZ,need help oirdering several items,ORDER,place_order
BLZ,modify order00123842,ORDER,change_order
BILQWZ,can uhelp me check the bloody allowed paymentmethods,PAYMENT,check_payment_methods
BCILP,"I have to locate order {{Order Number}}, could I get some help?",ORDER,track_order
BIL,how do I receive the newsletter?,SUBSCRIPTION,newsletter_subscription
BLW,I want help to leave some goddamn feedback for a service,FEEDBACK,review
BCILZ,"I need to see your money back policy, can you hep me?",REFUND,check_refund_policy
BILM,is it possible to edit my user details?,ACCOUNT,edit_account
BLM,I want help to see the termination charges,CANCEL,check_cancellation_fee
BLQ,i expect a restitution of {{Refund Amount}} dollars,REFUND,track_refund
BLMQ,i have problems with the deletion of my premium account,ACCOUNT,delete_account
BK,delete account,ACCOUNT,delete_account
BLQ,want help to check the accepted payment options,PAYMENT,check_payment_methods
BLM,I want help notifying of problems with online payment,PAYMENT,payment_issue
BLQ,i dont know what to do to reset the key of my user account,ACCOUNT,recover_password
BK,remove something from order {{Order Number}},ORDER,change_order
BLSZ,hsipping to {{Delivery Country}},DELIVERY,delivery_options
BLQ,want assistance to ask for a restitution of my money,REFUND,get_refund
BIL,"can I download bill #37777?",INVOICE,get_invoice
BLQZ,need assitance setting my new delivery address up,SHIPPING,set_up_shipping_address
BLQ,i expect a rebate of {{Currency Symbol}}{{Refund Amount}},REFUND,track_refund
BLZ,I am calling to see when will my product arirve,DELIVERY,delivery_period
BILQ,where to request a rebate,REFUND,get_refund
BLQ,need help chatting with a person,CONTACT,contact_human_agent
BILQ,"how do i find bill #12588",INVOICE,check_invoice
BLZ,I need help to check how long reimburssements take,REFUND,check_refund_policy
B,help to contact an agent,CONTACT,contact_human_agent
BILQ,uhave a free number to speak to customer service,CONTACT,contact_customer_service
BIL,how to see what hours I can call customer service?,CONTACT,contact_customer_service
BL,I need help with cancelling purchase {{Order Number}},ORDER,cancel_order
BCILMQZ,i have got to check the terminatiln penalties how to do it,CANCEL,check_cancellation_fee
BL,I need assistance checking how soon can I expect the package,DELIVERY,delivery_period
BL,I want assistance to set up a shipping address,SHIPPING,set_up_shipping_address
BLQZ,need to inform o a signup error,ACCOUNT,registration_problems
BILMZ,can I swap some items o order {{Order Number}}?,ORDER,change_order
BL,help seeing your reimbursement policy,REFUND,check_refund_policy
BLQ,i want help regarding my sign-up,ACCOUNT,registration_problems
BL,help me to set the delivery address up,SHIPPING,set_up_shipping_address
BLMW,I have got to inform of damn errors with online payment,PAYMENT,payment_issue
BLZ,I nmeed assistance calling customer support,CONTACT,contact_customer_service
BCIL,"I have to see the status of my rebate, how to do it?",REFUND,track_refund
BKM,check invoices from {{Person Name}},INVOICE,check_invoice
BEL,I do not know how I can check your money back guarantee,REFUND,check_refund_policy
BL,I need to demand my money back,REFUND,get_refund
BILP,could I check how long it takes for my order to arrive?,DELIVERY,delivery_period
BL,I need help checking the payment options,PAYMENT,check_payment_methods
BLQZ,need assiwtance seeing the ETA of the order {{Order Number}},ORDER,track_order
BELQ,"i do not know what to do to locate the bill #37777",INVOICE,check_invoice
BIL,how can I report a trouble with online payment?,PAYMENT,payment_issue
BCL,"I have to check the status of my rebate, I need help",REFUND,track_refund
BL,help to use the {{Account Category}} profile,ACCOUNT,switch_account
BIL,how do I change to the standard account?,ACCOUNT,switch_account
BLQ,want help to add an article to purchase {{Order Number}},ORDER,change_order
BL,I need help to list your payment methods,PAYMENT,check_payment_methods
BELQ,i do not know how to look for my invoice from {{Person Name}},INVOICE,check_invoice
BLZ,I need to check in which situations can I requst a refund,REFUND,check_refund_policy
BL,I need help to see what payment methods are allowed,PAYMENT,check_payment_methods
BCIL,"I have to check the withdrawal fee, can you help me?",CANCEL,check_cancellation_fee
BCILQ,need to get in touch with customer assistance how to do it,CONTACT,contact_customer_service
BILM,where to check what methods for delivery are available?,DELIVERY,delivery_options
BLM,I want help seeing the withdrawal penalties,CANCEL,check_cancellation_fee
BLQ,i want assistance checking the available payment options,PAYMENT,check_payment_methods
BLQ,assistance sending my feedback about ur services,FEEDBACK,review
BL,I don't know how to contact a person,CONTACT,contact_human_agent
BIL,is there an e-mail to send a review for your products?,FEEDBACK,review
BLM,I want help to see what shipment options are there,DELIVERY,delivery_options
BL,I need to check how long reimbursements usually take,REFUND,check_refund_policy
BILQZ,can uhelp me to leave fedeback for ur company,FEEDBACK,review
BL,I need assistance with canceling purchase {{Order Number}},ORDER,cancel_order
BLW,I need to see the goddamn cancellation fee,CANCEL,check_cancellation_fee
BCIL,"I need to leave a review about a product, how to do it?",FEEDBACK,review
BILMQ,where to request reimbursements,REFUND,get_refund
BLZ,I want assistanec to leave an opinion,FEEDBACK,review
BL,I need help changing to the platinum account,ACCOUNT,switch_account
BIL,how do I track purchase {{Order Number}}?,ORDER,track_order
BEM,I am looking for information about the delivery period,DELIVERY,delivery_period
BL,"I have to download the invoice #85632",INVOICE,get_invoice
BILP,could you help me canceling purchase {{Order Number}}?,ORDER,cancel_order
BLQ,i need help to request a refund,REFUND,get_refund
BLQZ,I'm waiting for a reimbjrsement of {{Currency Symbol}}{{Refund Amount}},REFUND,track_refund
BKL,check withdrawal charge,CANCEL,check_cancellation_fee
BL,assistance to talk with customer support,CONTACT,contact_customer_service
BL,I want to check the ETA of purchase {{Order Number}},ORDER,track_order
BIL,how do I receive your newsletter?,SUBSCRIPTION,newsletter_subscription
BL,help me checking in what situations can I ask for a refund,REFUND,check_refund_policy
BIL,how to send some feedback for a service?,FEEDBACK,review
BL,I need to talk with customer service,CONTACT,contact_customer_service
BILMQ,can uhelp me getting the bill from four last years,INVOICE,get_invoice
BL,I want assistance lodging a claim against your company,FEEDBACK,complaint
BL,I need assistance canceling a {{Account Type}} account,ACCOUNT,delete_account
BL,I need help with canceling purchase {{Order Number}},ORDER,cancel_order
BILQ,what do i have to do to receive a compensation of my money,REFUND,get_refund
BLQZ,i expect an rebate of {{Refund Amount}} dollars,REFUND,track_refund
BLM,help to see if there are any news on my rebate,REFUND,track_refund
BILM,how can I notify of sign-up issues?,ACCOUNT,registration_problems
BL,assistance lodging a reclamation against your organization,FEEDBACK,complaint
BILQ,can i notify of an error with registrations,ACCOUNT,registration_problems
B,I want help setting a new shipping address up,SHIPPING,set_up_shipping_address
B,help canceling order {{Order Number}},ORDER,cancel_order
BL,help me change purchase {{Order Number}},ORDER,change_order
BLZ,I need to buy an aricle,ORDER,place_order
BZ,I have to contact na agent,CONTACT,contact_human_agent
BZ,chnaging order {{Order Number}},ORDER,change_order
BIL,where to unsubscribe to the corporate newsletter?,SUBSCRIPTION,newsletter_subscription
BCLM,"I have to inform of errors with payment, I need assistance",PAYMENT,payment_issue
BCL,"I want to see the bill #37777, help me",INVOICE,check_invoice
BCIL,"I need to look for the bill from {{Person Name}}, how to do it?",INVOICE,check_invoice
BLMQZ,i try ot order a few of ur item,ORDER,place_order
BKLZ,send me bull from {{Person Name}},INVOICE,get_invoice
BL,I don't know how to leave some feedback,FEEDBACK,review
BLQ,need assistance checking my refund current status,REFUND,track_refund
BL,I am trying to speak to somebody,CONTACT,contact_human_agent
BILQZ,where to reoort a problem with a signup,ACCOUNT,registration_problems
BLQZ,i expect an rebate of {{Refund Amount}} dollars,REFUND,track_refund
BILP,would it be possible to cancel purchase {{Order Number}}?,ORDER,cancel_order
BILP,could you help me speak to somebody?,CONTACT,contact_human_agent
BL,assistance informing of an error with a signup,ACCOUNT,registration_problems
BLZ,I don't know what to do to chaat with somebody,CONTACT,contact_human_agent
BIL,how to change to the {{Account Category}} account?,ACCOUNT,switch_account
BL,find information about a lost password,ACCOUNT,recover_password
BILQ,do ya have an e-mail to contact customer service,CONTACT,contact_customer_service
BLQ,need to file a complaint against ur company,FEEDBACK,complaint
BQZ,i nee help to cancel order {{Order Number}},ORDER,cancel_order
BELQZ,"i do notknow what i have to do to get the bill #85632",INVOICE,get_invoice
BEL,I do not know how I can track my rebate,REFUND,track_refund
BIQSZ,od ya deliver to {{Delivery Country}},DELIVERY,delivery_options
BL,I don't know how to cancel purchase {{Order Number}},ORDER,cancel_order
BL,help to check how long it takes for my package to arrive,DELIVERY,delivery_period
BCELNQZ,i do not want these article i try to cancel order {{Order Number}},ORDER,cancel_order
BL,I don't know what to do to speak to an assistant,CONTACT,contact_human_agent
BILQZ,how to talk to customer assisance,CONTACT,contact_customer_service
BL,I don't know how to check your available payment options,PAYMENT,check_payment_methods
BKL,change to {{Account Category}} account,ACCOUNT,switch_account
BIL,what do I need to do to remove my standard account?,ACCOUNT,delete_account
BLMQ,help checking what shipment methods i can choose,DELIVERY,delivery_options
BKLQZ,changing info on Goldaccount,ACCOUNT,edit_account
BLMQ,help to check what methods for delivery i have,DELIVERY,delivery_options
BCELNW,"I do not want my last bloody item, cancel order {{Order Number}}",ORDER,cancel_order
BKLM,check bills from {{Person Name}},INVOICE,check_invoice
BKL,modifying information on pro account,ACCOUNT,edit_account
BL,I have a question about the online registration,ACCOUNT,registration_problems
BL,change to the {{Account Category}} account,ACCOUNT,switch_account
BL,help me using the {{Account Type}} profile,ACCOUNT,switch_account
BIL,where can I see how long it takes for my delivery to arrive?,DELIVERY,delivery_period
BLZ,editing data on gold acocunt,ACCOUNT,edit_account
BELZ,I cannot unsubscribe to your newslettewr,SUBSCRIPTION,newsletter_subscription
BE,I do not know what I have to do to switch to the pro account,ACCOUNT,switch_account
BEL,why I cannot submit the delivery address valid,SHIPPING,set_up_shipping_address
BL,I need assistance seeing the bill from {{Person Name}},INVOICE,check_invoice
BKLZ,pudate {{Account Type}} account,ACCOUNT,edit_account
BL,I don't know how I can write an opinion for a product,FEEDBACK,review
BL,question about a PIN code reset,ACCOUNT,recover_password
BIL,are service charges reimbursable?,REFUND,check_refund_policy
BL,I want assistance contacting an assistant,CONTACT,contact_human_agent
BL,I don't know how I can report an error with payment,PAYMENT,payment_issue
BCILNQZ,i cant create an account were can i report a sign-up problem,ACCOUNT,registration_problems
BL,I try to see how long it takes for the product to arrive,DELIVERY,delivery_period
BILZ,how to make an reclamation against your company?,FEEDBACK,complaint
BIL,where do I check what hours I can reach customer support?,CONTACT,contact_customer_service
BQZ,need assistance to ssubscribe to your company newsletter,SUBSCRIPTION,newsletter_subscription
BIL,how to make a customer claim against your organization?,FEEDBACK,complaint
BLZ,I can't speak with a persno,CONTACT,contact_human_agent
BCQZ,i have to change something of oirder {{Order Number}} i need help,ORDER,change_order
